AOIID,Name,Type,CenterX,CenterY,Area,CreateTime,UpdateTime,geometry
G00AOI00001NHOLH,燕子山路55号院,3110,117.063675,36.652439,6826.484328,2025/1/2 9:22,2025/1/2 9:22,"POLYGON ((117.06462743 36.65228090888888, 117.06462701333334 36.652237992222226, 117.06406501333333 36.65223999222222, 117.06405701333334 36.65216499222222, 117.06305201333333 36.65211799222222, 117.06300601333332 36.652662992222226, 117.06334101333333 36.65268099222222, 117.06335701333333 36.652775992222224, 117.06338901333334 36.652808992222226, 117.06341601333332 36.65281399222222, 117.06395801333332 36.65283099222223, 117.06400001333333 36.652808992222226, 117.06400073555555 36.65276535333333, 117.06400601333334 36.65245199222222, 117.06462901333335 36.65244299222222, 117.06462743 36.65228090888888))"
G00AOI000002FS3X,华兴大酒店,3930,117.055117,36.654361,6760.496368,2016/5/7 9:50,2021/2/2 10:15,"POLYGON ((117.05560301333333 36.65400599222222, 117.05557201333333 36.65400599222222, 117.05464701333332 36.654016992222225, 117.05461901333334 36.654019992222224, 117.05459201333333 36.654033992222224, 117.05457901333332 36.65405199222222, 117.05457501333333 36.65407699222222, 117.05459601333332 36.65464099222222, 117.05460301333333 36.654669992222225, 117.05462401333332 36.65469699222222, 117.05465601333333 36.65471199222222, 117.05469501333334 36.654717992222224, 117.05552801333332 36.654714992222225, 117.05556501333334 36.654708992222226, 117.05559101333334 36.654697992222225, 117.05561301333333 36.65468599222222, 117.05562901333333 36.65466799222222, 117.05564001333335 36.654649992222225, 117.05564701333333 36.65460999222223, 117.05564801333333 36.65405499222222, 117.05564501333333 36.654027992222225, 117.05562601333332 36.65401299222222, 117.05560301333333 36.65400599222222))"
G00AOI000006L61G,华兴大厦(文化东路),3930,117.055117,36.65436,6565.640532,2021/8/4 16:45,2021/8/4 16:45,"POLYGON ((117.05561401333333 36.654014992222216, 117.05558801333332 36.65400999222222, 117.05465501333333 36.65402099222222, 117.05463701333333 36.65402199222222, 117.05462201333333 36.654024992222226, 117.05460901333333 36.65403099222222, 117.05460001333333 36.65403799222222, 117.05459101333334 36.65404399222222, 117.05458501333332 36.65405199222222, 117.05458201333335 36.654064992222224, 117.05458201333335 36.65407699222222, 117.05460501333333 36.654647992222216, 117.05461301333332 36.654666992222225, 117.05462801333333 36.65468599222222, 117.05464601333334 36.65469899222222, 117.05466801333333 36.654705992222226, 117.05468501333333 36.65470999222222, 117.05470001333333 36.65471199222222, 117.05553001333332 36.65470799222222, 117.05555401333334 36.654705992222226, 117.05557701333332 36.65469899222222, 117.05560101333333 36.65468799222222, 117.05562101333334 36.65467099222222, 117.05562801333332 36.65465499222222, 117.05563601333333 36.65463199222222, 117.05564301333332 36.65405199222222, 117.05563801333334 36.654033992222224, 117.05562901333333 36.65402399222222, 117.05561401333333 36.654014992222216))"
G00AOI000002LHS3,三庆·汇文轩,3110,117.038962,36.64915,6551.18789,2017/6/6 15:23,2023/11/9 11:14,"POLYGON ((117.03956401333332 36.64919899222222, 117.03964101333332 36.64903799222222, 117.03964501333333 36.64879099222222, 117.03878845777777 36.64877624222222, 117.03877401333332 36.64877599222222, 117.03876501333333 36.64902646444445, 117.03876201333333 36.64910999222222, 117.03863301333334 36.64915599222222, 117.03808601333333 36.64915299222223, 117.03808901333335 36.64943799222222, 117.03904201333333 36.64944699222222, 117.03910101333332 36.64949499222222, 117.03927101333333 36.64949399222222, 117.03930801333333 36.649426992222224, 117.03938801333334 36.649291992222224, 117.03956401333332 36.64919899222222))"
G00AOI000002FRQ6,学府大酒店,3930,117.032337,36.649379,6547.902371,2016/5/6 14:26,2021/3/9 16:05,"POLYGON ((117.03261501333334 36.648900992222224, 117.03227801333334 36.64889099222222, 117.03223201333333 36.64889499222222, 117.03215801333333 36.64891199222222, 117.03211101333332 36.64894299222222, 117.03208601333334 36.64897799222222, 117.03206201333333 36.64901199222222, 117.03178201333334 36.649728992222215, 117.03178001333332 36.64974499222222, 117.03178701333333 36.64975699222222, 117.03179501333332 36.64976299222222, 117.03181601333333 36.64976699222222, 117.03267201333333 36.64981799222222, 117.03269201333333 36.64981799222222, 117.03270701333334 36.64981099222222, 117.03271601333333 36.64980099222222, 117.03272001333335 36.64978399222222, 117.03275301333332 36.64939199222222, 117.03275801333334 36.649066992222224, 117.03275601333334 36.649032992222224, 117.03274101333334 36.64899899222222, 117.03272201333334 36.64896999222223, 117.03268901333333 36.64893899222222, 117.03265601333334 36.64891299222222, 117.03261501333334 36.648900992222224))"
G00AOI000001YNW3,融基·竹园馨居,3110,117.054641,36.650866,6037.022406,2015/7/21 20:11,2019/6/14 19:05,"POLYGON ((117.05519401333333 36.65066699222222, 117.05479501333333 36.65052699222222, 117.05413001333335 36.65053399222222, 117.05412401333334 36.65118599222222, 117.05518401333333 36.65117299222222, 117.05519401333333 36.65066699222222))"
G00AOI000002GVCO,山东省千佛山医院第三宿舍,3110,117.041908,36.64608,6029.077094,2016/8/30 17:16,2019/7/17 9:50,"POLYGON ((117.04271201333333 36.64614899222222, 117.04271401333334 36.64585999222223, 117.04110001333332 36.645877992222225, 117.04110201333333 36.64610399222222, 117.04119901333334 36.64609899222222, 117.04120401333331 36.64630999222222, 117.04254501333334 36.64630799222222, 117.04254801333332 36.646156992222224, 117.04271201333333 36.64614899222222))"
G00AOI00001MIBAB,师东村3号,3110,117.046091,36.652763,5980.344932,2024/6/20 10:02,2024/6/20 10:02,"POLYGON ((117.04613401333333 36.65304399222222, 117.04612801333333 36.65271199222222, 117.04662301333333 36.652687992222226, 117.04775701333332 36.65267299222222, 117.04774001333332 36.65254099222222, 117.04549401333333 36.65255999222222, 117.04548001333333 36.652812992222216, 117.04503401333334 36.65280199222222, 117.04502801333334 36.65306499222223, 117.04613401333333 36.65304399222222))"
G00AOI000002GU10,山东省水产企业集团总公司宿舍,3110,117.03828,36.644803,5870.780618,2016/8/29 8:58,2019/7/10 14:40,"POLYGON ((117.03866101333332 36.64522399222222, 117.03865801333333 36.64437499222222, 117.03788801333333 36.644385992222226, 117.03788601333333 36.64442499222222, 117.03791701333333 36.64523699222222, 117.03866101333332 36.64522399222222))"
G00AOI000006GWEG,山东中医药大学一宿舍,3110,117.046039,36.646286,5752.087297,2021/4/29 21:24,2021/4/29 21:24,"POLYGON ((117.04644229111109 36.64592582555556, 117.04563923555556 36.64590521444445, 117.04563112444445 36.64590743666667, 117.04562229111112 36.64591288111111, 117.04561512444444 36.64591974222222, 117.0456120411111 36.64592615888889, 117.04560476333333 36.646603408888886, 117.04560762444443 36.64661029777778, 117.04561448555556 36.64661782555555, 117.04562312444445 36.64662407555555, 117.04563137444444 36.64662707555556, 117.04642545777777 36.64668740888889, 117.04643348555555 36.64668557555555, 117.04644237444445 36.646680520000004, 117.04644962444443 36.64667399222222, 117.0464528188889 36.646667825555554, 117.04646879111111 36.64594815888889, 117.04646593 36.64594152, 117.0464590411111 36.64593432555556, 117.04645043000001 36.64592846444444, 117.04644229111109 36.64592582555556))"
G00AOI000002G3AX,山东新华电脑学院东校区,3410,117.059234,36.655814,5680.275137,2016/6/6 14:18,2019/5/15 9:50,"POLYGON ((117.06047101333333 36.656003992222224, 117.06047501333333 36.65593499222222, 117.06054201333335 36.65593699222222, 117.06054701333332 36.65580599222222, 117.05952154111111 36.65578543666667, 117.05890001333333 36.655772992222225, 117.0588968188889 36.65564677, 117.05889101333334 36.65541799222222, 117.05842901333332 36.65541599222222, 117.05842101333333 36.65600299222222, 117.0584698188889 36.65600302, 117.05952981888889 36.65600352, 117.06047101333333 36.656003992222224))"
G00AOI000006Y1A2,山东建工宿舍,3110,117.056252,36.644566,5568.590252,2021/12/17 11:05,2021/12/17 11:05,"POLYGON ((117.05661001333333 36.64413399222222, 117.05591001333333 36.64412099222223, 117.05589801333333 36.64499899222222, 117.05658801333333 36.64501599222222, 117.05661001333333 36.64413399222222))"
G00AOI00001JL3XX,东方红广场,3320,117.041963,36.653898,5382.16209,2024/3/14 16:01,2024/3/14 16:01,"POLYGON ((117.04209701333335 36.65330099222222, 117.04198401333335 36.65326399222222, 117.04189601333333 36.65327299222223, 117.04181001333332 36.65331499222222, 117.04172701333333 36.65339399222222, 117.04170501333333 36.65345399222222, 117.04170401333333 36.65446799222222, 117.04224101333332 36.65445799222223, 117.04220801333334 36.653473992222224, 117.04216901333334 36.653391992222225, 117.04209701333335 36.65330099222222))"
G00AOI000002LE3L,山东凯旋商务中心,3530,117.03844,36.654039,5338.908827,2017/5/31 13:59,2019/6/24 16:25,"POLYGON ((117.03867001333332 36.654371992222224, 117.03866901333333 36.65412599222222, 117.03883048555555 36.65412629777777, 117.03918301333334 36.65412699222222, 117.03918501333334 36.65388399222222, 117.03863701333334 36.65387399222222, 117.03863201333333 36.65372599222222, 117.03800059666666 36.65373040888888, 117.03791901333332 36.65373099222222, 117.03798001333334 36.654374992222216, 117.03867001333332 36.654371992222224))"
G00AOI000006IV8E,济南市历下区教育和体育局,3520,117.057299,36.654121,5249.476279,2021/5/29 17:30,2023/10/11 8:52,"POLYGON ((117.05755601333333 36.653802992222225, 117.05753301333333 36.65354799222222, 117.05703601333332 36.65355199222222, 117.05706101333332 36.654695992222216, 117.05754501333334 36.65470799222222, 117.05755601333333 36.653802992222225))"
G00AOI000002L7OR,山东大东科技城,3530,117.05641,36.655315,5240.174893,2017/5/19 17:40,2018/6/22 21:42,"POLYGON ((117.05691401333333 36.65498399222222, 117.05601501333334 36.65497699222222, 117.05599401333333 36.65580299222222, 117.05632301333333 36.655801992222216, 117.05632901333334 36.65551299222222, 117.05691001333332 36.65551099222222, 117.05691401333333 36.65498399222222))"
G00AOI000006QVLO,千佛山风景名胜区北门停车场,3840,117.034176,36.645327,5185.376809,2021/10/19 9:55,2023/2/10 23:01,"POLYGON ((117.03466501333334 36.64501699222222, 117.03386101333334 36.64499799222222, 117.03376001333332 36.64519799222222, 117.03370201333333 36.645416992222216, 117.03346601333334 36.64558399222222, 117.03462001333334 36.64564099222222, 117.03466501333334 36.64501699222222))"
G00AOI00001LJDFR,山东师范大学千佛山校区足球场,3510,117.043311,36.652067,5165.663696,2024/4/25 17:52,2024/4/25 17:52,"POLYGON ((117.04395901333334 36.651854992222226, 117.04265101333333 36.65184599222223, 117.04266401333334 36.65228299222222, 117.04397801333333 36.652283992222216, 117.04395901333334 36.651854992222226))"
G00AOI000006E1WY,羊头峪东沟24号院,3110,117.052247,36.650912,5002.056694,2020/9/3 19:20,2023/7/13 4:14,"POLYGON ((117.05264701333334 36.65082699222222, 117.05261301333334 36.65054799222222, 117.05192201333334 36.65055199222222, 117.05186501333333 36.65085599222222, 117.05183601333333 36.65095399222222, 117.05181701333333 36.65105099222222, 117.05179901333334 36.65124899222222, 117.05264701333334 36.65124899222222, 117.05264701333334 36.65082699222222))"
G00AOI00001393GX,济南金阳光红旗体验中心公司,3220,117.025062,36.64159,4988.3731,2023/10/23 17:02,2023/10/23 17:02,"POLYGON ((117.02547101333333 36.64197599222222, 117.02546101333334 36.641262992222224, 117.02475979111111 36.641286575555554, 117.02448001333333 36.64129599222222, 117.02449801333333 36.64148599222222, 117.02462601333333 36.64154499222222, 117.02473604111111 36.64167468666667, 117.02477701333332 36.64172299222222, 117.02490801333333 36.641972992222215, 117.02547101333333 36.64197599222222))"
G00AOI000002LFLJ,金马大厦(山大路),3530,117.056491,36.650347,4812.848128,2017/6/2 11:29,2020/9/30 15:55,"POLYGON ((117.05701501333333 36.650563992222224, 117.05697701333334 36.65010899222222, 117.05696801333332 36.650093992222224, 117.05696001333334 36.65008699222222, 117.05694601333333 36.65008099222222, 117.05692601333334 36.650076992222225, 117.05610501333334 36.65007499222222, 117.05608701333333 36.65007799222222, 117.05607801333333 36.650082992222224, 117.05607001333333 36.65008999222222, 117.05606601333334 36.65009999222222, 117.05606301333333 36.65020099222222, 117.05597301333334 36.65019999222222, 117.05596601333333 36.650583992222224, 117.05596901333332 36.65059399222222, 117.05597401333333 36.65060399222222, 117.05598601333332 36.65060799222222, 117.05600101333333 36.65060899222222, 117.05698601333334 36.650597992222224, 117.05700101333333 36.65059499222222, 117.05700901333333 36.65059099222222, 117.05701501333333 36.65057799222222, 117.05701501333333 36.650563992222224))"
G00AOI00001LJ8FG,联通宿舍,3110,117.030977,36.647301,4705.345226,2024/4/19 10:21,2024/4/19 10:21,"POLYGON ((117.03142601333332 36.64756599222222, 117.03147201333334 36.64702699222222, 117.03052001333333 36.64702799222222, 117.03049101333333 36.64757399222222, 117.03112101333332 36.64757999222222, 117.03142601333332 36.64756599222222))"
G00AOI000006E6R1,金马大厦酒店(山大路),3930,117.05649,36.650346,4683.661712,2020/9/30 15:55,2020/9/30 15:55,"POLYGON ((117.05700901333333 36.65056299222222, 117.05697201333332 36.65012199222222, 117.05696601333332 36.65010499222222, 117.05696201333333 36.65009699222222, 117.05695001333332 36.650088992222216, 117.05692101333332 36.65007999222222, 117.05612001333334 36.65007899222222, 117.05609701333333 36.65008199222222, 117.05608301333334 36.65008699222222, 117.05607501333334 36.65009299222222, 117.05606901333334 36.650107992222225, 117.05606901333334 36.650203992222224, 117.05597701333333 36.650202992222226, 117.05597001333332 36.65057299222222, 117.05597401333333 36.65059099222222, 117.05598601333332 36.65059999222222, 117.05599701333334 36.65060399222222, 117.05601301333333 36.65060499222222, 117.05697401333332 36.65059199222222, 117.05699301333333 36.650586992222216, 117.05700101333333 36.65058199222222, 117.05700801333333 36.650574992222225, 117.05700901333333 36.65056299222222))"
G00AOI00000XZKK6,中国联通(济南市千佛山营业厅),4000,117.030879,36.647885,4669.909859,2023/9/5 14:52,2023/9/5 14:52,"POLYGON ((117.03047012444443 36.64758629777778, 117.03043701333333 36.64758599222222, 117.03045601333334 36.64818199222222, 117.03046206888888 36.64818199222222, 117.03125501333334 36.64818299222222, 117.03130101333333 36.648166992222215, 117.03131901333333 36.648128992222226, 117.03131101333332 36.64761499222222, 117.03127101333334 36.64759399222222, 117.03047012444443 36.64758629777778))"
G00AOI000001W3TX,东方花园,3110,117.042215,36.64544,4654.547101,2015/7/21 20:11,2023/7/15 20:26,"POLYGON ((117.04267501333334 36.645002992222224, 117.04263301333333 36.64492699222222, 117.04215001333334 36.645169992222215, 117.04214301333333 36.64537299222222, 117.04211101333333 36.64544199222222, 117.04165001333332 36.64546899222222, 117.04161101333332 36.645500992222225, 117.04131801333334 36.64564699222222, 117.04137101333333 36.64570999222222, 117.04261601333333 36.64569399222222, 117.04266201333334 36.64565999222223, 117.04267501333334 36.645002992222224))"
G00AOI00001NJPNW,燕子山西路8号院,3110,117.056158,36.646852,4646.920329,2025/9/3 14:31,2025/9/3 14:31,"POLYGON ((117.05599501333332 36.64635499222222, 117.05585001333333 36.64635499222222, 117.05584501333334 36.64722999222222, 117.05652801333333 36.64724299222222, 117.05652401333332 36.646708992222216, 117.05605001333333 36.64636599222222, 117.05599501333332 36.64635499222222))"
G00AOI000006B5S7,山东新中鲁中医院,3610,117.04539,36.644551,4571.257835,2019/6/25 15:20,2019/6/25 15:20,"POLYGON ((117.04582501333333 36.64426599222222, 117.04496001333332 36.64425299222222, 117.04496201333333 36.64483999222222, 117.04497401333333 36.64484013111111, 117.04520609666666 36.64484257555556, 117.04581401333333 36.644848992222215, 117.04582501333333 36.64426599222222))"
G00AOI00000P1MIH,大润发历下店停车场,3840,117.036983,36.655844,4529.174072,2023/4/27 11:48,2023/4/27 11:48,"POLYGON ((117.03760901333334 36.65598599222222, 117.03767001333333 36.65593099222222, 117.03770801333332 36.655849992222215, 117.03770801333332 36.65580299222222, 117.03763801333332 36.655299992222226, 117.03762601333334 36.65526999222222, 117.03760901333334 36.65523899222222, 117.03757701333335 36.65520999222222, 117.03752701333333 36.65517599222222, 117.03745801333334 36.655176992222216, 117.03749301333333 36.65581999222223, 117.03743501333332 36.65583999222222, 117.03603801333333 36.65580599222222, 117.03604301333334 36.65601699222222, 117.03619201333333 36.65602299222222, 117.03620301333333 36.655958992222224, 117.03628401333333 36.655966992222226, 117.03629201333332 36.65615099222222, 117.03760901333334 36.65598599222222))"
G00AOI000002GUOU,山东省路桥集团有限公司宿舍,3110,117.044186,36.644518,4525.71108,2016/8/30 10:40,2019/7/11 9:35,"POLYGON ((117.04458201333334 36.644481992222225, 117.04457901333332 36.64413999222222, 117.04401101333333 36.64414299222222, 117.04378601333333 36.64425599222222, 117.04384101333332 36.64432899222222, 117.04384801333333 36.64490599222222, 117.04459201333333 36.64490399222222, 117.04459601333332 36.64472499222222, 117.04432301333333 36.64472299222222, 117.04431601333333 36.64448299222222, 117.04458201333334 36.644481992222225))"
G00AOI000001XFWN,文东裕华园,3110,117.063951,36.655744,4511.417709,2015/7/21 20:11,2024/1/26 15:42,"POLYGON ((117.06423001333334 36.655333992222225, 117.06361601333333 36.655324992222226, 117.06361801333334 36.65589799222222, 117.06377029111111 36.65602218666667, 117.06413301333332 36.65631799222222, 117.06419512444444 36.65631799222222, 117.06422001333333 36.65631799222222, 117.06423301333332 36.65568699222222, 117.06423001333334 36.655333992222225))"
G00AOI000006CBOZ,山东省司法厅,3520,117.052899,36.649135,4470.903895,2020/2/25 16:15,2022/1/29 6:05,"POLYGON ((117.05327801333333 36.64882399222222, 117.05253901333333 36.64881699222222, 117.05252601333333 36.64882099222222, 117.05252001333334 36.64882899222222, 117.05252001333334 36.64884152, 117.05252001333334 36.648852992222224, 117.05249201333334 36.64938799222222, 117.05249301333333 36.64941499222222, 117.05250001333334 36.649426992222224, 117.05251701333334 36.64943699222222, 117.05253301333332 36.64944299222223, 117.05255201333334 36.64944299222223, 117.05322101333334 36.64944899222222, 117.05325201333332 36.64944899222222, 117.05328201333333 36.64944199222222, 117.05329201333333 36.64943099222222, 117.05329201333333 36.64942599222223, 117.05329201333333 36.64941499222222, 117.05329201333333 36.648859853333335, 117.05329201333333 36.648847992222215, 117.05329101333334 36.64883699222222, 117.05328701333333 36.64882799222222, 117.05327801333333 36.64882399222222))"
G00AOI000006WMUI,千佛山西路农业银行宿舍,3110,117.027039,36.641219,4464.255497,2021/12/7 11:05,2021/12/7 11:05,"POLYGON ((117.02750801333333 36.64098499222222, 117.02659401333332 36.640930992222216, 117.02654501333333 36.64145999222222, 117.02752401333333 36.64149099222222, 117.02750801333333 36.64098499222222))"
G00AOI000006PL0N,省纺织厅第三宿舍,3110,117.050801,36.653094,4295.888588,2021/4/29 21:45,2024/4/18 11:10,"POLYGON ((117.05117501333334 36.65276499222222, 117.05046601333332 36.65275599222222, 117.05043901333333 36.652991992222226, 117.05036901333334 36.65332299222222, 117.05071201333332 36.65332699222222, 117.05071501333333 36.65348899222222, 117.05110201333332 36.65348299222222, 117.05117501333334 36.65276499222222))"
G00AOI0000105PRG,山东师范大学千佛山校区学生公寓5号楼,3110,117.040689,36.650413,4292.266326,2023/9/25 13:54,2023/9/25 13:54,"POLYGON ((117.04126501333334 36.650613992222226, 117.04126301333334 36.65020699222222, 117.04011201333333 36.65020799222222, 117.04012401333334 36.65062399222222, 117.04126501333334 36.650613992222226))"
G00AOI000001XV0L,汇东星座,3110,117.061908,36.655259,4261.581765,2015/7/21 20:11,2020/10/15 10:25,"POLYGON ((117.06232701333333 36.65553499222222, 117.06233901333333 36.65498399222222, 117.06154701333332 36.65498499222222, 117.06151801333333 36.65498699222223, 117.06149201333332 36.65500099222222, 117.06148201333333 36.65502399222222, 117.06147901333334 36.655533992222225, 117.06232701333333 36.65553499222222))"
G00AOI000002LDV7,第一大道,3530,117.051235,36.64795,4231.820972,2017/5/31 10:56,2021/3/11 9:50,"POLYGON ((117.05160601333334 36.647670992222224, 117.05090101333333 36.64766599222222, 117.05083401333334 36.64766699222222, 117.05081601333332 36.64768099222222, 117.05081101333333 36.64769499222223, 117.05084501333334 36.64822099222222, 117.05086301333333 36.648236992222216, 117.05093101333333 36.64824299222222, 117.05157601333333 36.648233992222224, 117.05160201333334 36.64822899222222, 117.05162501333334 36.648210992222225, 117.05164201333334 36.64818099222222, 117.05165301333334 36.64770899222222, 117.05163701333332 36.647687992222224, 117.05162501333334 36.64767599222222, 117.05160601333334 36.647670992222224))"
G00AOI00000661MB,燕子山路32号院,3110,117.065136,36.65336,4189.623444,2018/9/6 11:45,2023/7/12 7:04,"POLYGON ((117.06544501333333 36.65373199222222, 117.06544801333334 36.65298999222222, 117.06482301333334 36.652990992222215, 117.06482501333333 36.653727992222215, 117.06544501333333 36.65373199222222))"
G00AOI000006O999,山东省吕剧院宿舍,3110,117.04938,36.654171,4108.15441,2021/9/11 18:30,2023/1/19 16:10,"POLYGON ((117.04997901333333 36.65398099222222, 117.04880501333334 36.65397099222222, 117.04881401333334 36.65437299222222, 117.04994301333333 36.654362992222225, 117.04997901333333 36.65398099222222))"
G00AOI000002LIXR,山东省民主党派办公大楼,3530,117.02541,36.647969,4014.953981,2017/6/7 15:15,2019/6/27 15:15,"POLYGON ((117.02574301333333 36.64768099222222, 117.02499401333333 36.647673992222224, 117.02501801333332 36.64793499222222, 117.02503801333333 36.64806899222222, 117.02505901333333 36.64815099222222, 117.02509501333333 36.64820899222222, 117.02518401333333 36.64824899222222, 117.02526701333333 36.64826599222222, 117.02580101333332 36.64828199222222, 117.02579201333333 36.64797099222222, 117.02574301333333 36.64768099222222))"
G00AOI000007GH7I,山师东路23号宿舍,3110,117.044439,36.647941,4001.406904,2022/7/5 14:14,2022/7/5 14:14,"POLYGON ((117.04473201333333 36.64830999222222, 117.04473601333333 36.64756499222222, 117.04415001333332 36.64757099222222, 117.04413601333334 36.64831399222222, 117.04473201333333 36.64830999222222))"
G00AOI00000687GC,山东省质量技术监督局稽查局,3520,117.037838,36.650339,3952.770305,2018/12/22 10:35,2018/12/22 10:35,"POLYGON ((117.03792901333334 36.65052499222222, 117.03839001333333 36.65052099222222, 117.0383845411111 36.65025749222222, 117.03838201333332 36.65013499222222, 117.03728201333332 36.65014599222222, 117.03729801333333 36.65052799222222, 117.03743759666666 36.65052618666667, 117.03768701333333 36.650522992222214, 117.03768701333333 36.65057999222223, 117.03792801333333 36.65058199222222, 117.03792901333334 36.65052499222222))"
G00AOI000006G7HU,泉城公园北门停车场,3840,117.020011,36.648192,3815.638577,2021/4/14 19:25,2021/4/14 19:25,"POLYGON ((117.02107601333331 36.64825799222222, 117.02107701333334 36.648106992222225, 117.02106901333335 36.64809499222222, 117.02106201333334 36.64808599222222, 117.02104101333335 36.64807999222222, 117.02043901333333 36.648081992222224, 117.02041401333334 36.648084992222216, 117.02039501333333 36.64809199222222, 117.02035701333334 36.648111992222226, 117.02032901333332 36.64811999222223, 117.02030101333334 36.64812599222222, 117.01971701333333 36.64811799222222, 117.01969801333333 36.64811499222222, 117.01968001333334 36.64810999222222, 117.01965001333333 36.648089992222225, 117.01962101333334 36.648081992222224, 117.01959201333332 36.64807599222222, 117.01902501333333 36.648067992222224, 117.01900801333333 36.64806999222222, 117.01899901333333 36.64807799222222, 117.01899401333334 36.64809099222222, 117.01899101333333 36.64827499222222, 117.01900001333333 36.64829099222222, 117.01901701333333 36.64829699222222, 117.01903601333333 36.64830099222222, 117.02103001333333 36.64828699222222, 117.02105101333333 36.64828199222222, 117.02106501333333 36.64827399222222, 117.02107601333331 36.64825799222222))"
G00AOI0000067OO9,山东中医药大学中鲁医院,3610,117.04538,36.644586,3768.062263,2018/11/27 10:55,2018/11/27 10:55,"POLYGON ((117.04578801333332 36.64483399222222, 117.04578901333333 36.644329992222225, 117.04497301333333 36.64433399222222, 117.04497401333333 36.64484013111111, 117.04497401333333 36.64484599222222, 117.04520609666666 36.64484257555556, 117.04578801333332 36.64483399222222))"
G00AOI000001W0JG,三吉花园,3110,117.060981,36.655643,3743.01132,2015/7/21 20:11,2023/7/13 16:22,"POLYGON ((117.06129601333332 36.655299992222226, 117.06079001333333 36.655294992222224, 117.06072101333334 36.65551199222222, 117.06065201333332 36.65559199222222, 117.06060301333332 36.65580599222222, 117.06059301333333 36.65585699222222, 117.06057801333334 36.65594699222222, 117.06130801333333 36.65594699222222, 117.06129601333332 36.655299992222226))"
G00AOI000001X5RV,山东工艺美院第3宿舍,3110,117.039727,36.64534,3655.926871,2015/7/21 20:11,2019/7/13 15:35,"POLYGON ((117.04004701333334 36.64503799222222, 117.03940601333332 36.64502099222222, 117.03940001333333 36.64564099222222, 117.04005701333332 36.645655992222224, 117.04004701333334 36.64503799222222))"
G00AOI000006W9GG,千佛山西路画院宿舍,3110,117.026948,36.643536,3647.667568,2021/12/3 14:20,2021/12/3 14:20,"POLYGON ((117.02734618000001 36.643315353333335, 117.02650701333332 36.64330499222223, 117.02650201333334 36.64375699222222, 117.02714093 36.64376496444444, 117.02738501333334 36.643767992222216, 117.02739701333333 36.64331599222222, 117.02734618000001 36.643315353333335))"
G00AOI000006KT5G,济南国际旅行卫生保健中心,3610,117.049384,36.654566,3619.686052,2021/7/22 16:45,2021/7/22 16:45,"POLYGON ((117.04893601333333 36.65481599222222, 117.04943201333333 36.65481499222222, 117.04944801333333 36.65481499222222, 117.04945901333333 36.65481199222222, 117.04946601333333 36.65480699222222, 117.04946701333334 36.654795992222226, 117.04947201333331 36.65471599222222, 117.04948201333333 36.654705992222226, 117.04950101333334 36.65469899222222, 117.04971201333333 36.65467899222222, 117.04976901333333 36.65467299222222, 117.04982801333334 36.654658992222224, 117.04986401333333 36.65463899222222, 117.04991001333333 36.65460999222223, 117.04994301333333 36.65457799222222, 117.04996201333333 36.65454299222222, 117.05000501333333 36.654396992222225, 117.05000501333333 36.654385992222224, 117.05000101333331 36.65437599222222, 117.04999501333333 36.65436899222222, 117.04998201333332 36.65436899222222, 117.04894701333333 36.65437599222222, 117.04892401333332 36.654379992222225, 117.04891301333332 36.65438699222222, 117.04890601333334 36.65439799222222, 117.04890501333333 36.65441499222222, 117.04890601333334 36.65477599222222, 117.04890601333334 36.65479799222222, 117.04891001333334 36.65480699222222, 117.04892001333333 36.65481299222222, 117.04893601333333 36.65481599222222))"
G00AOI000006G7GK,泉城公园东南门停车场,3840,117.023767,36.643142,3579.02662,2021/4/14 19:25,2021/4/14 19:25,"POLYGON ((117.02410801333333 36.64312899222222, 117.02410401333334 36.64309799222222, 117.02409701333333 36.643069992222216, 117.02409001333334 36.64305399222222, 117.02407801333332 36.64303799222222, 117.02380401333333 36.64285399222222, 117.02352701333332 36.64269999222222, 117.02350801333333 36.642692992222216, 117.02349001333334 36.64268799222222, 117.02346301333333 36.64269599222222, 117.02322201333332 36.642919992222225, 117.02320901333333 36.642934992222216, 117.02320401333334 36.642948992222216, 117.02320901333333 36.64296399222222, 117.02321901333335 36.642975992222226, 117.02353701333334 36.64315099222222, 117.02355901333333 36.64315299222223, 117.02357801333333 36.64314799222222, 117.02360501333334 36.64311599222222, 117.02361701333332 36.643111992222224, 117.02362901333333 36.643113992222226, 117.02396001333332 36.643375992222225, 117.02396901333333 36.64339899222222, 117.02397201333333 36.643421992222216, 117.02396801333333 36.64344999222222, 117.02395001333333 36.64347699222222, 117.02383001333332 36.643598992222216, 117.02382301333333 36.643612992222224, 117.02382801333333 36.643629992222216, 117.02384301333332 36.64366499222223, 117.02385501333333 36.64367699222222, 117.02387401333334 36.64368199222223, 117.02397001333334 36.64368799222222, 117.02398501333333 36.643694992222215, 117.02399001333332 36.64370699222222, 117.02399301333334 36.64379599222222, 117.02400101333333 36.64380599222222, 117.02401701333332 36.643808992222226, 117.02408801333333 36.64381099222222, 117.02410501333333 36.643808992222226, 117.02411401333333 36.64380199222222, 117.02411901333333 36.64378899222222, 117.02410801333333 36.64312899222222))"
