AOIID,Name,Type,CenterX,CenterY,Area,CreateTime,UpdateTime,geometry
G00AOI000006HFMQ,山东省济南燕山学校,3410,117.065755,36.652813,19223.08887,2021/4/29 21:45,2021/4/29 21:45,"POLYGON ((117.06641209666665 36.65209824222222, 117.06640381888887 36.652096047777775, 117.06485176333332 36.652125992222224, 117.06484348555554 36.652128520000005, 117.06483462444446 36.65213429777778, 117.06482748555557 36.65214149222222, 117.06482440222223 36.652148158888885, 117.06480993 36.65291429777778, 117.06481279111111 36.65292093666667, 117.06481970777777 36.65292813111111, 117.06482837444445 36.65293402, 117.06483648555556 36.65293668666667, 117.06543456888889 36.65295360333333, 117.06544281888888 36.65295627, 117.06545165222222 36.65296213111111, 117.06545876333333 36.65296932555555, 117.06546187444445 36.652975992222224, 117.06547268 36.653677825555555, 117.06547579111111 36.65368438111111, 117.06548293 36.65369140888888, 117.06549179111111 36.653697047777776, 117.06550001333333 36.65369943666666, 117.0664550411111 36.653697547777774, 117.06646309666665 36.653695103333334, 117.06647173555555 36.65368943666667, 117.06647856888888 36.6536823811111, 117.06648131888889 36.65367585333333, 117.06643148555555 36.652117158888885, 117.06642834666667 36.652110631111114, 117.06642106888889 36.65210371444444, 117.06641209666665 36.65209824222222))"
G00AOI000006WAKC,山东省中医药研究院,3470,117.054615,36.645114,19197.61376,2021/12/3 16:20,2021/12/3 16:20,"POLYGON ((117.05555801333333 36.64570199222222, 117.05552701333335 36.64454799222222, 117.05367601333333 36.644552992222216, 117.05364701333333 36.64529599222222, 117.05365901333333 36.64561799222222, 117.05525801333333 36.64570999222222, 117.05555801333333 36.64570199222222))"
G00AOI000002GV4S,大众嘉园,3110,117.049145,36.646515,18916.32876,2016/8/30 15:36,2019/6/5 18:30,"POLYGON ((117.04832301333333 36.647118992222225, 117.05009101333333 36.64711199222222, 117.05019601333333 36.64711599222222, 117.05006601333334 36.64686999222222, 117.05000901333332 36.646516992222224, 117.05000501333333 36.64612299222222, 117.04971301333332 36.64613499222222, 117.04952201333333 36.64584099222222, 117.04831501333334 36.64584299222222, 117.04832301333333 36.647118992222225))"
G00AOI000006D80S,子锋苑小区,3110,117.063443,36.648984,18775.98887,2020/5/27 13:20,2022/7/4 21:03,"POLYGON ((117.06290301333334 36.64813899222222, 117.06286301333333 36.64813899222222, 117.06282901333333 36.648149992222216, 117.06281201333333 36.64817799222222, 117.06266101333333 36.649274992222225, 117.06262901333332 36.64951599222222, 117.06263801333333 36.64954399222222, 117.06265201333333 36.649564992222224, 117.06267101333333 36.64957399222222, 117.06269001333334 36.64958099222222, 117.06280501333333 36.64959199222222, 117.06420501333334 36.64967999222222, 117.06437101333334 36.64969199222222, 117.06439701333333 36.64968799222222, 117.06441801333332 36.64967999222222, 117.06443201333333 36.649665992222225, 117.06443801333332 36.64965399222222, 117.06443801333332 36.649632992222216, 117.06435101333334 36.64929299222222, 117.06422801333333 36.64908999222222, 117.06385101333333 36.64844699222222, 117.06384001333333 36.64842199222222, 117.06383401333333 36.648393992222225, 117.06384001333333 36.64824299222222, 117.06383201333333 36.64822599222222, 117.06381601333334 36.648210992222225, 117.06379601333332 36.64820199222222, 117.06296301333334 36.64814199222222, 117.06290301333334 36.64813899222222))"
G00AOI0000060NSO,山东省广播电视局,3520,117.023378,36.649292,18011.36401,2017/11/6 10:16,2019/2/24 5:45,"POLYGON ((117.02378401333334 36.64978899222222, 117.02376301333334 36.649538992222226, 117.02463201333332 36.64954299222222, 117.02464220777777 36.64911238111111, 117.02464801333333 36.64886799222222, 117.02305590222221 36.64885810333333, 117.02223101333334 36.648852992222224, 117.02223901333332 36.64901999222222, 117.02237201333334 36.64902799222222, 117.02234101333332 36.649303992222215, 117.02226801333333 36.64930799222222, 117.02230401333334 36.64981499222222, 117.02378401333334 36.64978899222222))"
G00AOI000001XZ2W,济南市第八人民医院,3610,117.049397,36.656059,17419.62934,2015/7/21 20:11,2021/1/18 17:00,"POLYGON ((117.04981401333333 36.65503699222222, 117.04914501333333 36.655033992222215, 117.04912601333334 36.655035992222224, 117.04911301333333 36.65503799222222, 117.04910101333333 36.65504299222223, 117.04909301333333 36.65505499222222, 117.04891301333332 36.65534499222222, 117.04891237444444 36.65541135333333, 117.0489065688889 36.65601149222222, 117.04889701333333 36.65700099222222, 117.04890101333334 36.657022992222224, 117.04891301333332 36.65703399222222, 117.04891901333333 36.65703699222222, 117.04892745777776 36.65703932555556, 117.04893701333333 36.65704199222222, 117.04931320777777 36.65704240888889, 117.04985301333335 36.65704299222222, 117.04986501333333 36.657039992222224, 117.04987601333333 36.65703399222222, 117.04988401333333 36.65702199222223, 117.04988801333332 36.65701499222222, 117.04988801333332 36.65700499222222, 117.04987301333333 36.65658599222222, 117.04987901333332 36.655902992222224, 117.04986401333333 36.655066992222224, 117.04986001333333 36.65505499222222, 117.04984901333333 36.65504499222222, 117.04983901333333 36.655038992222224, 117.04981401333333 36.65503699222222))"
G00AOI0000061IZG,环山小区,3110,117.052661,36.645216,17265.76513,2017/11/28 14:00,2021/8/13 18:50,"POLYGON ((117.05286701333334 36.64607199222222, 117.05300901333332 36.64570599222222, 117.05321501333333 36.64571599222222, 117.05341201333333 36.64508699222222, 117.05357601333331 36.64465299222222, 117.05331401333332 36.644577992222224, 117.05338101333334 36.644436992222225, 117.05300201333333 36.644338992222224, 117.05289301333333 36.64457699222222, 117.05219801333332 36.64436599222222, 117.05207001333332 36.64465299222222, 117.05254401333333 36.64481899222223, 117.05267801333332 36.64473899222222, 117.05277901333334 36.64476599222222, 117.05261101333333 36.64513999222223, 117.05199101333334 36.64495999222222, 117.05163901333333 36.64571999222222, 117.05286701333334 36.64607199222222))"
G00AOI000001YNW2,融基·书香苑,3110,117.056874,36.656433,16871.34816,2015/7/21 20:11,2018/8/31 12:40,"POLYGON ((117.05727401333334 36.65719799222222, 117.05735601333332 36.65709699222222, 117.05749101333333 36.65709099222222, 117.05749501333332 36.65566499222222, 117.05692801333333 36.65567099222222, 117.05653101333333 36.65565299222222, 117.05640601333334 36.65583599222222, 117.05622301333334 36.65582599222222, 117.05625301333332 36.65672399222222, 117.05627301333332 36.65719799222222, 117.05685201333333 36.65719499222222, 117.05727401333334 36.65719799222222))"
G00AOI0000065341,山东省监狱管理局,3520,117.03713,36.65671,16645.95793,2018/7/17 11:15,2018/7/17 11:15,"POLYGON ((117.03797801333334 36.65730099222222, 117.03776454111112 36.65618024222222, 117.03774601333333 36.65608299222222, 117.03769601333333 36.65604699222222, 117.03625701333333 36.656183992222225, 117.03625304111111 36.656748019999995, 117.03625301333332 36.65675199222222, 117.03625401333333 36.65699399222222, 117.03675701333333 36.65698899222222, 117.03683001333333 36.657419992222216, 117.03685901333333 36.657436992222216, 117.03797801333334 36.65730099222222))"
G00AOI000006EE9B,大润发(历下店),3920,117.036709,36.655628,16589.37602,2021/1/15 18:05,2021/1/15 18:05,"POLYGON ((117.03631601333333 36.656161992222216, 117.03758301333333 36.65600099222222, 117.03762401333334 36.65598799222222, 117.03765801333334 36.65596599222222, 117.03768701333333 36.65593099222222, 117.03770701333335 36.655899992222224, 117.03772201333334 36.65586099222222, 117.03772401333333 36.655820992222225, 117.03766201333333 36.655342992222224, 117.03765401333332 36.655308992222224, 117.03764501333333 36.65527899222222, 117.03762801333333 36.65524799222222, 117.03760201333333 36.65521599222222, 117.03755601333333 36.655178992222226, 117.03749701333332 36.65514199222222, 117.03745001333333 36.655120992222216, 117.03739201333333 36.655108992222225, 117.03732001333333 36.65510699222222, 117.03725601333332 36.65510799222223, 117.03609601333334 36.655116992222226, 117.03606501333333 36.65511599222222, 117.03604001333332 36.65511999222222, 117.03601601333334 36.655129992222214, 117.03599501333332 36.65514699222223, 117.03598201333334 36.65516899222222, 117.03594701333334 36.65544499222222, 117.03594001333333 36.65546199222222, 117.03592701333332 36.65547599222222, 117.03590601333333 36.65548499222222, 117.03587901333334 36.65549099222222, 117.03577801333333 36.655489992222215, 117.03575501333333 36.65549499222222, 117.03573501333332 36.65550599222222, 117.03572401333332 36.65552199222222, 117.03571901333333 36.655545992222216, 117.03572101333334 36.65608899222222, 117.03572401333332 36.65610999222223, 117.03573401333334 36.65612899222222, 117.03575001333333 36.65614299222222, 117.03576701333333 36.656149992222225, 117.03579201333334 36.65615299222222, 117.03599101333333 36.65615599222222, 117.03600901333334 36.65615399222222, 117.03602101333333 36.65614699222222, 117.03603001333333 36.65613399222222, 117.03604601333333 36.65612099222222, 117.03605701333332 36.65611599222222, 117.03607901333334 36.65611499222222, 117.03615401333333 36.65611699222222, 117.03617101333333 36.65611999222222, 117.03618301333333 36.65612699222222, 117.03618801333333 36.65613399222222, 117.03619101333334 36.65614599222222, 117.03620201333332 36.656161992222216, 117.03621501333332 36.656170992222215, 117.03623301333334 36.656172992222224, 117.03627001333334 36.65616899222222, 117.03631601333333 36.656161992222216))"
G00AOI00000Y0L65,山东师范大学千佛山校区体育场,3510,117.03847,36.652217,16220.50601,2023/9/6 9:15,2023/9/6 9:15,"POLYGON ((117.03901501333333 36.65143599222222, 117.03792901333334 36.65136299222222, 117.03792801333333 36.65303699222222, 117.03902701333334 36.65302499222222, 117.03901501333333 36.65143599222222))"
G00AOI000006HN3F,济南市历下区人民医院,3610,117.049374,36.656081,16090.27575,2021/4/29 21:53,2021/4/29 21:53,"POLYGON ((117.04975701333333 36.65506879777778, 117.04914298555555 36.655064214444444, 117.04913295777777 36.65506621444444, 117.04912151333333 36.65507102, 117.04911115222222 36.65507724222222, 117.04910451333333 36.65508357555555, 117.04891237444444 36.65541135333333, 117.04890648555555 36.655421408888884, 117.04890248555554 36.65543043666666, 117.04889893 36.65544168666666, 117.04889637444442 36.65545310333333, 117.04889543 36.65546263111111, 117.0489065688889 36.65601149222222, 117.04892745777776 36.65703932555556, 117.04892756888889 36.65704535333333, 117.04893065222223 36.65705163111111, 117.04893790222222 36.65705821444445, 117.04894681888888 36.657063353333335, 117.04895490222222 36.65706527, 117.04931320777777 36.65704240888889, 117.04984109666667 36.657008714444444, 117.04984923555554 36.65700579777778, 117.04985776333332 36.65699965888889, 117.04986445777777 36.65699218666667, 117.04986706888889 36.65698538111111, 117.04978492999999 36.655090631111115, 117.04978173555556 36.655083992222224, 117.04977440222221 36.65507693666667, 117.04976537444445 36.65507126999999, 117.04975701333333 36.65506879777778))"
G00AOI000006CPS2,山东省杂技团,3490,117.050439,36.655747,15801.8754,2020/4/11 13:25,2020/4/11 13:25,"POLYGON ((117.05090301333333 36.654985992222215, 117.04989901333333 36.65498399222222, 117.04988301333334 36.65498699222223, 117.04987601333333 36.65499299222222, 117.04987101333332 36.65499899222222, 117.04986801333334 36.65501399222222, 117.04988501333334 36.65576799222222, 117.04987901333332 36.65648899222222, 117.04988501333334 36.65651299222222, 117.04989601333332 36.65652599222222, 117.04990901333333 36.65653499222222, 117.04992801333333 36.65653999222222, 117.05090301333333 36.656530992222216, 117.05091701333333 36.65652899222222, 117.05093001333334 36.65652299222222, 117.05093501333333 36.65651499222222, 117.05093901333333 36.65650899222223, 117.05094201333333 36.65649799222222, 117.05106001333334 36.65509299222222, 117.05105701333332 36.65507999222222, 117.05105301333333 36.65507099222222, 117.05104801333333 36.65506299222222, 117.05103901333334 36.65505399222222, 117.05102501333332 36.65504599222222, 117.05101201333332 36.65504099222222, 117.05099001333335 36.65503699222222, 117.05097201333332 36.65502799222222, 117.05096201333333 36.655021992222224, 117.05095301333333 36.65501099222222, 117.05094201333333 36.65499899222222, 117.05093301333333 36.65499299222222, 117.05092201333333 36.65498899222222, 117.05090301333333 36.654985992222215))"
G00AOI000002FZT4,山东师大二附中,3410,117.04849,36.651152,15621.18097,2016/5/25 15:25,2019/5/31 17:10,"POLYGON ((117.04914901333333 36.65181399222222, 117.04916701333332 36.65053199222223, 117.04848201333333 36.65052199222222, 117.04847501333334 36.650474992222215, 117.04785701333333 36.65047399222222, 117.04785801333333 36.650574992222225, 117.04786201333333 36.65065899222222, 117.04787001333332 36.65089499222222, 117.04781801333334 36.65089799222222, 117.04781901333332 36.65179799222222, 117.04812401333332 36.651788992222215, 117.04848301333334 36.651788992222215, 117.04914901333333 36.65181399222222))"
G00AOI0000062VMD,山东省药品监督管理局,3520,117.048806,36.647756,14414.61743,2018/2/5 19:18,2018/11/15 21:15,"POLYGON ((117.04946001333333 36.64721399222223, 117.04806901333333 36.64720499222222, 117.04804701333332 36.64826699222222, 117.04962101333334 36.64827499222222, 117.04962901333334 36.64771399222222, 117.04947401333332 36.647712992222225, 117.04946001333333 36.64721399222223))"
G00AOI00001MNYUA,燕子山小区东路36号院,3110,117.062032,36.656386,14382.67236,2024/6/29 14:02,2024/6/29 14:02,"POLYGON ((117.06248201333332 36.655554992222214, 117.06147201333334 36.655541992222226, 117.06145101333333 36.65671299222222, 117.06202901333333 36.65675099222222, 117.06198701333332 36.657571992222216, 117.06245601333333 36.65757499222222, 117.06248201333332 36.655554992222214))"
G00AOI000002L63I,山东广电产业大厦,3530,117.025562,36.64997,14252.87617,2017/5/18 11:03,2020/3/19 16:30,"POLYGON ((117.02586501333332 36.64887099222222, 117.02583501333332 36.64886999222222, 117.02557401333334 36.64887399222222, 117.02539901333334 36.64889899222222, 117.02525601333333 36.64894899222222, 117.02522901333333 36.64896699222222, 117.02522001333334 36.64898199222222, 117.02521401333333 36.649009992222226, 117.02521601333333 36.64922599222223, 117.02518201333334 36.64940899222222, 117.02519701333333 36.65099999222222, 117.02520401333332 36.65101599222222, 117.02521301333333 36.65102899222222, 117.02522501333333 36.651036992222224, 117.02524101333334 36.65103999222222, 117.02525701333332 36.65103999222222, 117.02549901333333 36.651044992222225, 117.02565701333334 36.65103399222222, 117.02571201333333 36.65102099222222, 117.02577801333332 36.65099899222222, 117.02582301333334 36.65098399222222, 117.02587801333333 36.65094799222223, 117.02590801333332 36.65091099222222, 117.02593601333334 36.65085699222222, 117.02594301333335 36.65082199222222, 117.02595101333333 36.65039199222222, 117.02590201333334 36.648914992222224, 117.02590001333334 36.648895992222215, 117.02589001333332 36.648880992222225, 117.02587701333334 36.64887399222222, 117.02586501333332 36.64887099222222))"
G00AOI000006HCKD,山东大学甸柳宿舍,3110,117.065598,36.655621,13822.06017,2021/4/29 21:45,2021/4/29 21:45,"POLYGON ((117.06612184666666 36.65499832555555, 117.06611101333333 36.65499657555555, 117.06504087444443 36.65499846444444, 117.06503251333334 36.655000853333334, 117.06502345777777 36.65500649222222, 117.06501612444444 36.655013520000004, 117.06501287444445 36.65502015888889, 117.0649585411111 36.65615535333333, 117.06496056888889 36.65616377, 117.06496587444444 36.656173519999996, 117.06497276333332 36.65618271444444, 117.0649795411111 36.656189464444445, 117.06499593 36.656200686666665, 117.06501729111112 36.65621321444444, 117.06503943 36.65622499222222, 117.06505812444445 36.65623399222222, 117.06506868 36.65623796444444, 117.06508201333332 36.656241881111114, 117.06509565222223 36.65624488111111, 117.06510715222223 36.65624604777777, 117.06605904111112 36.65623090888889, 117.06607090222222 36.656229797777776, 117.06608509666667 36.65622740888889, 117.06609912444445 36.656224381111116, 117.06611048555554 36.65622138111111, 117.06612959666666 36.65621543666666, 117.06615248555555 36.65620771444445, 117.0661747911111 36.656199242222215, 117.06619198555555 36.65619113111111, 117.06619954111112 36.65618543666666, 117.06620751333332 36.65617724222223, 117.06621384666667 36.656168325555555, 117.06621651333333 36.656160408888894, 117.06621745777777 36.655090519999995, 117.0662155411111 36.655081519999996, 117.06621098555554 36.65507093666666, 117.06620520777777 36.655060686666666, 117.06619965222221 36.65505263111111, 117.06619090222222 36.65504288111111, 117.06617923555557 36.655031575555554, 117.06616681888889 36.65502082555555, 117.06615584666666 36.65501274222222, 117.0661465688889 36.655007742222224, 117.06613448555555 36.65500249222222, 117.06612184666666 36.65499832555555))"
G00AOI00001NHZRG,汇雅燕子山庄,3110,117.05862,36.645336,13023.86462,2025/1/9 10:22,2025/1/9 10:22,"POLYGON ((117.05849801333333 36.64436199222222, 117.05823701333333 36.64424199222223, 117.05819301333334 36.644290992222224, 117.05832301333334 36.64474899222222, 117.05838701333333 36.64502399222222, 117.05836701333332 36.64539199222222, 117.05831001333333 36.64571499222222, 117.05797601333335 36.64606299222222, 117.05779201333334 36.64624599222223, 117.05809701333334 36.64644199222222, 117.05861501333332 36.64601899222222, 117.05901601333333 36.645748992222224, 117.05925301333333 36.64550299222222, 117.05927901333334 36.64539199222222, 117.05923301333333 36.64510799222222, 117.05917401333333 36.64495399222222, 117.05893001333334 36.64468599222222, 117.05874601333335 36.64439399222223, 117.05849801333333 36.64436199222222))"
G00AOI000002HQDI,山东体育学院宿舍,3110,117.036635,36.654282,12959.63774,2016/11/3 17:26,2019/6/12 11:35,"POLYGON ((117.03749101333334 36.654649992222225, 117.03742401333334 36.65399699222222, 117.03677601333332 36.65401899222222, 117.03673701333334 36.65359999222222, 117.03613601333332 36.65359599222222, 117.03609601333334 36.653833992222225, 117.03604301333334 36.654087992222216, 117.03583701333334 36.65443499222222, 117.03581301333334 36.65474299222222, 117.03746701333333 36.65475499222222, 117.03748601333332 36.654722992222226, 117.03749101333334 36.654649992222225))"
G00AOI000001WWRK,大众日报社第三宿舍南区,3110,117.049543,36.644958,12828.94963,2015/7/21 20:11,2025/7/25 7:50,"POLYGON ((117.05002201333333 36.64583199222222, 117.04994801333332 36.64419399222223, 117.04905001333333 36.644211992222225, 117.04898701333335 36.644610992222226, 117.04895701333334 36.64466899222222, 117.04894901333333 36.644796992222226, 117.04902201333333 36.64502999222222, 117.04915701333333 36.645258992222224, 117.04950901333333 36.64582499222222, 117.04954001333333 36.64582299222222, 117.04957101333333 36.64587199222222, 117.04958101333332 36.64589299222222, 117.04966801333333 36.64588699222222, 117.04981401333333 36.645855992222224, 117.05002201333333 36.64583199222222))"
G00AOI000006GYQB,人防办机关宿舍,3110,117.038689,36.647599,12776.49054,2021/4/29 21:30,2023/10/10 16:09,"POLYGON ((117.0391404022222 36.64685702, 117.03913801333333 36.646688992222224, 117.03819301333333 36.647053992222226, 117.03819501333334 36.647247992222226, 117.03818923555555 36.64745724222222, 117.03818001333333 36.64779099222223, 117.03815701333333 36.64830899222222, 117.03918301333334 36.648318992222215, 117.03915301333333 36.64774099222222, 117.0391404022222 36.64685702))"
G00AOI000002GUY7,皇冠山庄,3110,117.031038,36.646167,12734.26571,2016/8/30 14:02,2019/6/14 18:55,"POLYGON ((117.03190101333333 36.646420992222225, 117.03190701333334 36.64632299222222, 117.03209601333333 36.64632299222222, 117.03213001333333 36.64581599222222, 117.03006501333331 36.64582299222222, 117.03009501333332 36.646566992222226, 117.03145901333333 36.646558992222225, 117.03146001333332 36.64642499222222, 117.03190101333333 36.646420992222225))"
G00AOI000002GULZ,宏泰小区,3110,117.044099,36.657481,12268.84604,2016/8/30 9:50,2019/6/20 14:45,"POLYGON ((117.04478101333333 36.65794499222223, 117.04479601333334 36.65684499222222, 117.04405801333334 36.656847992222225, 117.04404501333333 36.65728899222222, 117.04318501333334 36.657312992222224, 117.04318201333332 36.657918992222214, 117.04396801333333 36.65793199222222, 117.04478101333333 36.65794499222223))"
G00AOI00000631CJ,浅深休闲会所(济南经十店),3350,117.056783,36.649384,12138.56749,2018/2/27 19:34,2022/11/24 13:25,"POLYGON ((117.05669701333332 36.64885499222222, 117.05615201333335 36.64880399222222, 117.05608101333333 36.64882199222222, 117.05604301333334 36.648849992222225, 117.05601401333334 36.64888999222222, 117.05600168 36.648924242222215, 117.05599601333334 36.648939992222225, 117.05596601333333 36.649426992222224, 117.05597801333332 36.64944699222222, 117.05601201333332 36.649460992222224, 117.05649301333334 36.64946699222222, 117.05649401333334 36.64963999222222, 117.05654401333334 36.64964199222222, 117.05655601333332 36.64998599222222, 117.05657201333334 36.65000499222222, 117.05659501333334 36.65001499222222, 117.05741201333333 36.65001799222222, 117.05743801333334 36.65000599222222, 117.05745301333333 36.649980992222225, 117.05743101333333 36.64971299222222, 117.05742718 36.649217992222226, 117.05742601333333 36.64906899222222, 117.05741001333332 36.64903399222222, 117.05737601333334 36.64900899222223, 117.05712101333333 36.64894999222222, 117.05669701333332 36.64885499222222))"
G00AOI000002MB4W,燕景苑,3110,117.054904,36.64731,12040.38417,2021/3/17 4:55,2021/3/17 4:55,"POLYGON ((117.05565601333332 36.64690999222223, 117.05404401333334 36.64685999222222, 117.05403701333333 36.64749299222222, 117.05456401333332 36.64749299222222, 117.05454801333335 36.647794992222224, 117.05563001333333 36.647830992222225, 117.05565601333332 36.64690999222223))"
G00AOI000001W66U,中天·汇丽华城,3110,117.056901,36.648047,11757.02866,2015/7/21 20:11,2019/5/29 19:15,"POLYGON ((117.05775201333334 36.64773399222222, 117.05582701333333 36.64769699222222, 117.05583401333334 36.64815299222222, 117.05584401333333 36.648219992222224, 117.05591901333334 36.64824099222222, 117.05602901333333 36.64826899222222, 117.05624501333332 36.64827899222222, 117.05665501333333 36.64831299222222, 117.05725601333333 36.648416992222224, 117.05743729111111 36.64845088111112, 117.05785001333334 36.64852799222223, 117.05785556888888 36.64816499222222, 117.05786001333333 36.64787499222222, 117.05775101333333 36.647847992222225, 117.05775201333334 36.64773399222222))"
G00AOI00001NJ10X,山大路246号院,3110,117.05674,36.653135,11697.42516,2025/4/8 17:13,2025/4/8 17:13,"POLYGON ((117.05752301333334 36.653541992222216, 117.05751901333333 36.65271599222222, 117.05595401333333 36.65273399222222, 117.05595001333333 36.65354099222222, 117.05703001333333 36.653546992222225, 117.05752301333334 36.653541992222216))"
G00AOI0000062N4V,文化东路小学,3410,117.050012,36.657096,11642.51331,2018/1/29 16:03,2021/12/25 13:40,"POLYGON ((117.05079901333332 36.656543992222225, 117.05077101333332 36.65654299222222, 117.04993801333333 36.65656199222222, 117.04991701333334 36.65656799222222, 117.04990301333332 36.65657699222222, 117.04989401333333 36.65659299222222, 117.04988801333332 36.656608992222225, 117.04989401333333 36.65701499222222, 117.04989201333333 36.65702599222222, 117.04988601333332 36.65703499222222, 117.04987001333333 36.65704399222222, 117.04984901333333 36.657047992222225, 117.04894001333334 36.65707499222222, 117.04894401333334 36.65743799222222, 117.04894401333334 36.65745099222222, 117.04895201333333 36.65746299222222, 117.04896001333331 36.65746899222222, 117.04898201333333 36.65747599222222, 117.04962101333334 36.657576992222225, 117.04971401333333 36.65762199222222, 117.04996601333335 36.65762199222222, 117.04998101333334 36.65762199222222, 117.05000101333331 36.65761999222222, 117.05002101333334 36.65761199222222, 117.05004501333335 36.65759599222222, 117.05044801333334 36.65733899222222, 117.05079501333333 36.65707999222222, 117.05093401333333 36.65689299222222, 117.05092101333334 36.65664399222222, 117.05091801333333 36.65662199222223, 117.05090501333333 36.656595992222215, 117.05088601333334 36.656574992222225, 117.05086201333334 36.65655999222222, 117.05083801333333 36.65655099222222, 117.05079901333332 36.656543992222225))"
G00AOI0000064LYI,绿城兰悦(建设中),3110,117.063949,36.654279,11377.85158,2018/6/19 15:26,2018/6/19 15:26,"POLYGON ((117.06329401333333 36.65475799222222, 117.06436101333333 36.654753992222226, 117.06452501333334 36.65475599222222, 117.06461101333332 36.65466799222222, 117.06460501333333 36.65379599222222, 117.06328801333332 36.653811992222224, 117.06329401333333 36.65475799222222))"
G00AOI00000P0A12,燕玺台,3110,117.056876,36.646239,11372.39998,2023/4/18 14:51,2023/4/18 14:51,"POLYGON ((117.05751701333334 36.64641999222222, 117.05773701333334 36.64620599222222, 117.05778501333333 36.646229992222224, 117.05796901333333 36.64605599222222, 117.05790501333334 36.646010992222216, 117.05730301333332 36.64597599222222, 117.05728401333333 36.64583099222222, 117.05602401333334 36.64580999222222, 117.05601401333334 36.64625599222222, 117.05617401333333 36.64633299222223, 117.05640801333334 36.64650499222222, 117.05696901333334 36.64691799222223, 117.05713401333333 36.64678099222222, 117.05751701333334 36.64641999222222))"
G00AOI000002G3AQ,山东省文化艺术学校,3410,117.058004,36.655732,11323.00344,2016/6/6 14:01,2019/10/26 16:45,"POLYGON ((117.05839401333334 36.65498099222222, 117.05837601333333 36.65497999222222, 117.05765301333332 36.65498199222222, 117.05762901333333 36.65498499222222, 117.05761601333333 36.65498699222223, 117.05760401333333 36.65499299222222, 117.05759301333333 36.65499999222222, 117.05758801333333 36.65501199222222, 117.05759601333334 36.65646999222223, 117.05759801333333 36.65647999222222, 117.05760501333333 36.65648599222222, 117.05761601333333 36.65649099222222, 117.05762801333334 36.656493992222224, 117.05764501333334 36.65649899222222, 117.05834901333334 36.65648399222222, 117.05836501333332 36.656478992222226, 117.05838401333332 36.65647299222222, 117.05839801333333 36.65646499222222, 117.05840601333333 36.656451992222216, 117.05842401333332 36.65542599222222, 117.05842001333333 36.65500299222222, 117.05841401333332 36.65499099222222, 117.05840401333333 36.65498499222222, 117.05839401333334 36.65498099222222))"
G00AOI000001YJIW,舜和苑,3110,117.035483,36.656175,11237.68006,2015/7/21 20:11,2023/7/18 3:56,"POLYGON ((117.03620601333333 36.65617499222222, 117.03617801333333 36.656131992222214, 117.03604601333333 36.656132992222226, 117.03602001333333 36.65616799222222, 117.03571101333333 36.65617499222222, 117.03571401333333 36.65548499222222, 117.03495901333334 36.65546599222222, 117.03494301333333 36.65592599222222, 117.03495801333334 36.65671499222222, 117.03623401333333 36.65671299222222, 117.03624201333334 36.65617699222222, 117.03620601333333 36.65617499222222))"
G00AOI000001WT51,嘉和园小区(燕文西路),3110,117.058083,36.650694,10494.9617,2015/7/21 20:11,2018/10/25 13:50,"POLYGON ((117.05884101333332 36.650923992222225, 117.05884901333332 36.650250992222226, 117.05745701333333 36.65027599222223, 117.05744501333332 36.65121499222222, 117.05749601333333 36.65125199222222, 117.05810701333333 36.65126699222222, 117.05812801333332 36.651238992222225, 117.05813901333332 36.65120799222222, 117.05814001333334 36.650932992222224, 117.05884101333332 36.650923992222225))"
G00AOI00000PV77X,千佛山东路18号小区,3110,117.04329,36.645272,10328.02822,2016/9/1 9:37,2023/6/26 17:07,"POLYGON ((117.04398601333332 36.64573299222222, 117.04398301333333 36.64543999222222, 117.04385901333335 36.64544199222222, 117.04383801333333 36.64480699222222, 117.04317701333333 36.64479799222222, 117.04316601333333 36.644658992222226, 117.04268201333333 36.64489199222222, 117.04269501333332 36.64573499222222, 117.04398601333332 36.64573299222222))"
G00AOI000005ZAD5,文东苑,3110,117.053883,36.64937,10238.24528,2017/8/16 15:45,2019/8/20 16:55,"POLYGON ((117.05446801333332 36.649945992222214, 117.05446901333335 36.649113992222226, 117.05419701333332 36.64911799222222, 117.05421320777778 36.64888174222222, 117.05421701333333 36.64882599222222, 117.05329701333332 36.64883199222222, 117.05329701333332 36.64885996444444, 117.05329701333332 36.64967699222222, 117.05406501333333 36.649936992222216, 117.05446801333332 36.649945992222214))"
